Date,Day,COD,delta_G,Acetate,Propionate,Butyrate,H2,CH4,pH,PC1,PC2,alpha_diversity,biomass,instability,positive_proportion,negative_proportion,interaction_complexity,ave_P_IS,ave_N_IS,ave_degree
2021/12/12,62,90.27,-865.327035,35.69786254,101.2625999,0,1.01325,56799.23728,6.65,0.087870324,-0.01394372,2.917220162,3800.643468,57.31665373,5.941076211,7.548088629,0.809946739,0.089748213,0.088575973,29.94594595
2021/12/13,63,90.27,-866.2012605,35.49252678,103.130559,0,1.01325,57215.46387,6.64,0.109956822,-0.013293717,2.879961336,4298.917785,56.26569052,6.557909261,8.2055028,0.859629726,0.087774537,0.091525709,32.77477477
2021/12/14,64,88.91,-862.8158862,42.57554714,116.9797886,0,1.01325,56441.16885,6.64,0.153936389,-0.018159479,2.906735654,3799.360269,54.25873954,5.892378865,7.96201607,0.822058924,0.084458616,0.096159982,30.75675676
2021/12/15,65,89.68,-864.4937703,41.98785096,106.48198,0,1.01325,55745.90585,6.64,0.15146672,-0.016090477,2.924447148,3900,54.33807413,5.892378865,7.304601899,0.797372427,0.08545098,0.09403135,29.2972973
2021/12/16,66,87.51,-861.2609079,54.47189581,126.9135659,0,1.01325,55557.79116,6.64,0.162766689,-0.013402777,3.020618909,4000.673231,54.79130167,6.241376512,8.952195439,0.872121265,0.080961291,0.091344804,33.72972973
2021/12/17,67,87.92,-863.4804057,51.70686056,113.5040417,2.69469227,1.01325,56015.15143,6.66,0.171391058,-0.012595341,3.052122501,3499.406377,56.96216137,6.74458242,8.830452074,0.88472624,0.086052586,0.085367074,34.57657658
2021/12/18,68,88.96,-867.7499645,48.04724813,100.9731606,0,1.01325,56682.51431,6.66,0.19431975,-0.011459824,3.021169791,5101.738834,53.81248217,5.632659687,7.677948218,0.800202394,0.087793705,0.104256662,29.54954955
2021/12/19,69,90.05,-866.1383319,48.76677585,96.94771782,0,1.01325,57259.55405,6.68,0.224034607,-0.00487915,2.981543622,4700.797624,54.83334438,5.746286827,6.858209561,0.77673431,0.092073916,0.094261206,27.98198198
2021/12/20,70,88.96,-863.1600769,49.96269673,100.2680788,0,1.01325,56872.60177,6.68,0.237793255,-0.004356953,3.008775253,4201.129437,53.47137848,6.079052025,7.337066797,0.807658778,0.089530766,0.098652109,29.78378378
2021/12/21,71,85.29,-864.1673546,52.478005,102.0069335,0,1.01325,56611.27628,6.7,0.256168055,-0.003102091,2.975716964,3998.580428,57.71249031,7.296485675,9.698888077,0.939558785,0.075852589,0.094071675,37.72972973
2021/12/22,72,93.57,-873.7396451,27.61597645,76.84937121,0,1.01325,58176.96581,6.72,0.249745713,-0.01907524,3.175671696,5200,54.38213124,6.971836702,9.098287477,0.910172971,0.076841308,0.08624503,35.67567568
2021/12/23,73,94.52,-877.2450686,21.42921303,49.64545044,0,1.01325,58072.43894,6.74,0.264221167,-0.014704907,3.069556052,6297.749598,51.41713849,6.850093337,8.335362389,0.876939614,0.07617362,0.085814412,33.71171171
2021/12/24,74,94.25,-875.8577985,28.78973126,48.43687045,0,1.01325,57117.33801,6.73,0.27093925,-0.014565234,3.049043444,4798.702118,51.66163531,9.260611963,10.96501907,1.047060904,0.082554289,0.088102347,44.9009009
2021/12/25,75,94.57,-875.0880933,26.0923253,60.21070385,0,1.01325,57488.23956,6.72,0.287764472,-0.010197548,3.054688451,4600.780256,45.74828876,8.838568298,9.658306956,0.995798218,0.085673847,0.094578922,41.06306306
2021/12/26,76,93.57,-874.4143076,29.74391034,56.34580949,0,1.01325,57215.80698,6.71,0.29466189,-0.007820527,3.020400449,5200.433117,51.12641646,9.398587777,10.0722344,1.026174339,0.080740832,0.090562999,43.22522523
2021/12/27,77,92.94,-873.0355715,34.58913719,66.18958922,0,1.01325,56705.57849,6.7,0.293240032,-0.001545415,3.070081211,6302.253823,50.63253011,8.270432595,8.643778914,0.940612632,0.083902349,0.099069554,37.54954955
2021/12/28,78,93.26,-874.1683227,34.50344416,61.1703421,0,1.01325,57501.9919,6.71,0.302656446,-0.002143078,3.049644918,5200.437747,49.56743151,9.187565944,9.828747667,1.016049288,0.086884312,0.094508233,42.21621622
2021/12/29,79,93.71,-874.2513238,33.29201717,56.12364431,0,1.01325,57408.07887,6.73,0.316233807,-0.002605123,3.016525124,4900.831142,49.74785481,7.621134648,9.065822579,0.929497812,0.085875186,0.103446801,37.04504505
2021/12/30,80,93.62,-875.3107503,32.2550994,49.83389321,0,1.01325,57377.12368,6.74,0.329245384,-0.001088527,2.968660895,5300.478037,47.60699858,8.26231637,8.733057382,0.945257098,0.084347527,0.097865677,37.72972973
2021/12/31,81,94.34,-876.068912,28.86989544,49.60451764,0,1.01325,57289.97284,6.73,0.339807712,-0.000921595,2.894888532,4699.156875,49.43615351,7.564321078,8.327246165,0.90335103,0.085784729,0.098735306,35.27927928
2022/1/1,82,93.26,-873.0755901,37.20519724,62.22862182,0,1.01325,56878.57495,6.72,0.347023082,0.001353641,2.843020443,6000.540735,49.61723813,8.221735249,9.073938804,0.950677962,0.082964534,0.096050385,38.3963964
2022/1/2,83,92.99,-872.5669641,42.2091993,63.93516209,0,1.01325,56544.01571,6.73,0.348197032,-0.001325089,2.866825129,4398.878219,50.18990425,8.627546465,9.293076861,0.973909193,0.084260158,0.09599288,39.78378378
2022/1/3,84,91.04,-868.7742341,52.8424705,80.45720041,0,1.01325,56975.76531,6.71,0.353213858,0.002774422,2.855168334,5100,48.16375746,7.791575359,9.146984823,0.93541976,0.079157627,0.102337577,37.6036036
2022/1/4,85,94.89,-876.5271974,32.46552509,45.89756058,0,1.01325,56896.62067,6.75,0.349313467,0.000776329,2.866349508,5399.025359,51.34750979,6.671536401,7.653599545,0.844848943,0.0778025,0.094978509,31.8018018
2022/1/5,86,92.4,-872.4009953,47.73015352,64.05575898,0,1.01325,56075.82417,6.76,0.355441892,0.011079124,2.930080276,5400.457511,50.33730677,7.320834348,7.548088629,0.864268508,0.087636584,0.099722408,33.00900901
2022/1/6,87,89.77,-867.735129,61.67075202,83.13396837,0,1.01325,56198.73093,6.75,0.358379185,0.015664234,2.889760575,4800,48.59311361,6.590374158,7.401996591,0.831905539,0.081809337,0.097805489,31.06306306
2022/1/7,88,90.86,-869.1940345,59.60588083,76.400689,0,1.01325,56768.38718,6.76,0.361393553,0.016162261,2.908356085,4699.599181,46.91465004,8.424640857,9.617725834,0.980167017,0.085292281,0.092292136,40.05405405
2022/1/8,89,90.36,-867.1242524,71.02513574,86.02731242,2.878806538,1.01325,56511.11701,6.76,0.365592506,0.018300232,2.899025539,7398.687478,54.38623977,7.288369451,9.228147066,0.926690831,0.083908311,0.088913827,36.66666667
2022/1/9,90,92.94,-875.6919734,38.55842459,46.84733468,0,1.01325,56643.84215,6.76,0.367364028,0.021455528,2.935718154,7701.292055,52.14552878,7.499391283,8.530151773,0.906896601,0.083623651,0.093302016,35.58558559
2022/1/10,91,91.13,-868.1422239,73.53553135,88.88002231,3.063142898,1.01325,56580.14753,6.76,0.369603143,0.021545842,2.960254964,5599.526827,52.27801008,7.036766496,8.319129941,0.87993949,0.085627819,0.09685886,34.09009009
2022/1/11,92,89.77,-872.2506176,58.18579232,63.4178063,2.920132734,1.01325,56782.8624,6.77,0.376462636,0.02500769,2.998937677,4799.152692,52.83908888,6.882558234,9.203798393,0.905698792,0.075447575,0.092255146,35.71171171
2022/1/12,93,88.51,-866.2076441,72.9509921,96.79839032,2.694154124,1.01325,55972.47765,6.76,0.380892134,0.02649809,3.000049251,5399.091215,48.46137442,7.880853827,8.660011363,0.923381987,0.091052538,0.094625307,36.72072072
2022/1/13,94,87.78,-865.7971483,80.24238699,86.12975108,3.659109696,1.01325,56440.7034,6.77,0.380074574,0.024725538,2.996775199,5399.025974,50.11879324,7.9052025,8.676243811,0.931129938,0.087410152,0.089163162,36.81081081
2022/1/14,95,90.41,-873.147182,55.42803321,54.51451677,2.571670386,1.01325,57376.71549,6.77,0.382358916,0.029467296,3.023912949,5400,48.59614643,7.312718124,8.911614317,0.915611632,0.084832796,0.089491961,36.01801802
2022/1/15,96,92.49,-869.5374652,62.75128443,66.82303648,2.728920064,1.01325,56462.96165,6.78,0.380604138,0.028082861,3.053512562,4297.700125,49.12536497,7.499391283,8.846684522,0.916419631,0.090546526,0.088747551,36.28828829
2022/1/16,97,88.6,-870.4209514,56.22244104,68.93683977,2.901041364,1.01325,57574.5444,6.76,0.389920865,0.026806272,2.949869874,4800.806045,51.89182398,6.346887428,7.970132294,0.84499816,0.087158984,0.094128391,31.78378378
2022/1/17,98,92.67,-875.7594187,42.56654059,42.8796518,0,1.01325,55846.02487,6.76,0.390323759,0.027283058,2.902232315,4600.411155,51.06341734,6.509211915,7.621134648,0.837374297,0.090235461,0.08909865,31.36936937
2022/1/18,99,91.31,-869.8527305,65.33764903,67.04561125,2.903347704,1.01325,55143.18877,6.78,0.393136037,0.026161338,2.936319405,5994.399661,52.26015596,5.941076211,6.963720477,0.788744087,0.096672641,0.099883244,28.64864865
2022/1/19,100,89.19,-867.3215354,86.26617158,73.20072867,3.234444166,1.01325,56036.82675,6.79,0.394917238,0.029085422,2.831663599,5198.252395,50.8965123,6.249492736,7.523739956,0.822876419,0.091915246,0.097065991,30.57657658
2022/1/20,101,90.72,-873.3072536,67.72367494,63.5244176,2.645174296,1.01325,57577.60429,6.79,0.398878452,0.026717422,2.83711761,8495.684549,50.85221035,6.87444201,7.864621378,0.858414487,0.100394923,0.097813975,32.72072072
2022/1/21,102,90.86,-867.3068937,81.0528496,74.74725813,3.533063944,1.01325,55973.62213,6.8,0.393695758,0.020579007,2.858515954,5900,53.2669196,6.046587128,7.734761789,0.818766898,0.089872773,0.09142081,30.59459459
2022/1/22,103,91.13,-869.5900166,76.70660402,63.64965644,3.203718592,1.01325,56339.34413,6.79,0.386824751,0.0108042,2.951435276,6002.03166,53.39667964,6.566025485,7.523739956,0.832842003,0.089871634,0.089814356,31.27927928
2022/1/23,104,92.94,-867.172628,84.49121498,73.21144612,3.44954881,1.01325,56722.32499,6.81,0.396851095,0.010761698,2.954316207,5799.514319,53.12178059,5.973541109,7.694180667,0.816160605,0.084036204,0.087932811,30.34234234
2022/1/24,105,90.05,-867.409731,88.50987379,65.10032617,4.024442494,1.01325,56513.42613,6.81,0.399358907,0.008517711,2.948807506,5900.77299,53.10945504,6.557909261,7.596785975,0.831111394,0.089477912,0.084536824,31.42342342
2022/1/25,106,87.56,-863.9979672,110.0883618,94.78613826,4.537961908,1.01325,56928.21559,6.81,0.394763542,0.003272796,2.986258782,4598.8972,51.97409834,6.006006006,7.052998945,0.793723793,0.090296334,0.088626328,28.99099099
2022/1/26,107,92.22,-867.6784118,70.91545339,59.74674757,3.484246414,1.01325,54832.18661,6.81,0.399208931,0.008902695,2.993219552,3498.751338,53.61662613,5.665124584,6.996185375,0.775563912,0.089206499,0.088043387,28.10810811
2022/1/27,108,92.53,-870.8111273,66.01794299,54.15634409,3.284158606,1.01325,55110.14992,6.79,0.398620553,0.005373975,2.995667132,5699.043062,54.28675849,5.754403052,7.799691583,0.813794105,0.084308487,0.084639073,30.09009009
2022/1/28,109,91.72,-874.9253461,47.19626027,44.32227492,2.78105189,1.01325,55465.77593,6.82,0.402195778,0.008333201,3.032714517,8300.745732,51.37114735,6.054703352,8.002597192,0.835078224,0.086353913,0.093624225,31.20720721
,,,,,,,,,,,,3.059872061,,,,,,,,
