"system","Cause","Effect","rho_Lmax","p_Z","Kendall_tau","Kendall_p","Convergence","Std_L_strength","SD","SDstd","Cause_type","Effect_type"
"UASB","Instability","Ac",0.797519961628295,0.053136233308233,0.428571432828903,0.229556202888489,FALSE,0.805338495370135,0.0154199660349943,0.0155613708448926,"Metabolites","Interaction"
"UASB","P_P_IS","Ac",0.834773750429529,0.000767978898419841,0.61904764175415,0.0715054273605347,FALSE,0.842957503875913,0.0201919834532945,0.0203870588150378,"Metabolites","Interaction"
"UASB","P_N_IS","Ac",0.604163758346526,9.10981884838513e-06,1,0.00266671180725098,TRUE,0.610086713203461,0.0521574338083471,0.0525865860887239,"Metabolites","Interaction"
"UASB","Complexity","Ac",0.718037734248979,0.000327955700010096,0.904761910438538,0.00686383247375488,TRUE,0.725077059310734,0.0308435152518039,0.0311802536391442,"Metabolites","Interaction"
"UASB","Ave_P_IS","Ac",0.635965708195983,0.00251081905377737,1,0.00266671180725098,TRUE,0.642200435334387,0.0253382210252992,0.0255458141481608,"Metabolites","Interaction"
"UASB","Ave_N_IS","Ac",0.777868031639547,0.00833476871513561,0.61904764175415,0.0715054273605347,FALSE,0.785493906532579,0.0200946848060729,0.0202888679155401,"Metabolites","Interaction"
"UASB","Centrality","Ac",0.695851896660284,0.00028998882086384,0.904761910438538,0.00686383247375488,TRUE,0.702673721561386,0.0332826381876585,0.0336376025925051,"Metabolites","Interaction"
"UASB","COD","Pr",0.758183503643437,7.21438986328593e-08,1,0.00266671180725098,TRUE,0.765616400111181,0.0310574558791865,0.0313539129262713,"Metabolites","Metabolites"
"UASB","dG","Pr",0.813045445022611,4.20070630946512e-07,1,0.00266671180725098,TRUE,0.821016183751933,0.0217309347044801,0.021991696504123,"Metabolites","Metabolites"
"UASB","Ac","Pr",0.82946793474923,3.25700829972853e-07,1,0.00266671180725098,TRUE,0.83759967232025,0.0203819780734989,0.0206114306602743,"Metabolites","Metabolites"
"UASB","Pr","Pr",0.996316919545495,0,1.00000011920929,0.000836610794067383,TRUE,1.00608437092957,0.0020706610065327,0.00089925095377094,"Metabolites","Metabolites"
"UASB","Bu","Pr",0.708088302884492,7.15390862671139e-06,1,0.00266671180725098,TRUE,0.715030088112038,0.0511008055774223,0.0515832589738268,"Metabolites","Metabolites"
"UASB","H2","Pr",0.560518129543122,0.00425605113222438,1,0.00266671180725098,TRUE,0.566013201916983,0.0360552052283075,0.0363581738665336,"Metabolites","Metabolites"
"UASB","CH4","Pr",0.568837802499511,0.00120183484308023,1,0.00266671180725098,TRUE,0.574414437275393,0.04868880074287,0.0490733153130247,"Metabolites","Metabolites"
"UASB","pH","Pr",0.693290365983887,0.00120650112703602,1,0.00266671180725098,TRUE,0.700087078768693,0.058441405265969,0.0589355511577634,"Metabolites","Metabolites"
"UASB","PC1","Pr",0.841802831104436,2.40464315126587e-11,1,0.00266671180725098,TRUE,0.850055494555679,0.0401517188920552,0.0404594898505749,"Metabolites","Community"
"UASB","PC2","Pr",0.850406528280401,5.03104348181793e-07,1,0.00266671180725098,TRUE,0.858743538581769,0.017971996820957,0.0181296537571951,"Metabolites","Community"
"UASB","Div_a","Pr",0.629319400592988,1.45934739109732e-05,1,0.00266671180725098,TRUE,0.635488970264805,0.0367179058584211,0.0369075799983514,"Metabolites","Community"
"UASB","Biomass","Pr",0.612508364613852,0.0181422429207013,1.00000011920929,0.000836610794067383,TRUE,0.618513126307986,0.0303352833496156,0.0305408676106791,"Metabolites","Community"
"UASB","Instability","Pr",0.70989452059634,4.83662396211226e-06,1,0.00266671180725098,TRUE,0.716854013185212,0.0300604948349036,0.0303414268830034,"Metabolites","Interaction"
"UASB","P_P_IS","Pr",0.770128961712127,2.94661695043885e-08,1,0.00266671180725098,TRUE,0.777678966179001,0.0378834114067863,0.0382229216839377,"Metabolites","Interaction"
"UASB","P_N_IS","Pr",0.443253613146987,0.000879139591634104,1,0.00266671180725098,TRUE,0.447599075953344,0.0596517560490519,0.0601398840899031,"Metabolites","Interaction"
"UASB","Complexity","Pr",0.599467031117616,0.000136155315784814,1,0.00266671180725098,TRUE,0.605343941333562,0.0439298066389044,0.0442857314281553,"Metabolites","Interaction"
"UASB","Ave_P_IS","Pr",0.511555616712933,0.000949349478309824,1,0.00266671180725098,TRUE,0.516570682219171,0.0441684132591544,0.0445281091473179,"Metabolites","Interaction"
"UASB","Ave_N_IS","Pr",0.620316500382079,5.74383512614851e-05,1,0.00266671180725098,TRUE,0.626397809593394,0.0546978546974736,0.0551255472761226,"Metabolites","Interaction"
"UASB","Centrality","Pr",0.59637680206939,9.75575600395961e-05,1,0.00266671180725098,TRUE,0.602223417043528,0.0474613512951032,0.0478398855492665,"Metabolites","Interaction"
"UASB","COD","Bu",0.768051452693428,5.72912431606731e-07,1.00000011920929,0.000836610794067383,TRUE,0.77558109017873,0.0263839513847504,0.0266563815208264,"Metabolites","Metabolites"
"UASB","dG","Bu",0.760687499524223,4.54519514581087e-07,1.00000011920929,0.000836610794067383,TRUE,0.768144944062518,0.0240850870104003,0.024338992417273,"Metabolites","Metabolites"
"UASB","Ac","Bu",0.83063649643285,4.86453301196121e-07,1.00000011920929,0.000836610794067383,TRUE,0.838779690066906,0.0158986067653373,0.0160735198953594,"Metabolites","Metabolites"
"UASB","Pr","Bu",0.721515853059447,1.86541365791992e-05,1,0.00266671180725098,TRUE,0.728589276063055,0.0387094622294441,0.0390896208275346,"Metabolites","Metabolites"
"UASB","Bu","Bu",0.978702382767658,0,1.00000011920929,0.000836610794067383,TRUE,0.98829714900682,0.0117164549714788,0.011248115539277,"Metabolites","Metabolites"
"UASB","H2","Bu",0.728797444723258,7.79754943946998e-08,1,0.00266671180725098,TRUE,0.735942253238021,0.0501663167822118,0.0506114346427949,"Metabolites","Metabolites"
"UASB","CH4","Bu",0.635468759833148,8.04485208993899e-06,1.00000011920929,0.000836610794067383,TRUE,0.641698615109117,0.0437328166454713,0.0441104802391384,"Metabolites","Metabolites"
"UASB","pH","Bu",0.738192109609524,1.2899726420379e-07,1,0.00266671180725098,TRUE,0.745429019272774,0.0769439383168056,0.0775711363407335,"Metabolites","Metabolites"
"UASB","PC1","Bu",0.933150425810321,3.33283841857934e-07,0.904761910438538,0.00686383247375488,TRUE,0.942298620766488,0.024547055750442,0.0247805750455071,"Metabolites","Community"
"UASB","PC2","Bu",0.901512887061731,6.61141141833355e-11,1,0.00266671180725098,TRUE,0.910350921550303,0.0409179732232276,0.0412981786081751,"Metabolites","Community"
"UASB","Div_a","Bu",0.684950746962031,5.90087425169639e-05,0.904761910438538,0.00686383247375488,TRUE,0.691665701802393,0.0395288515970018,0.0398951790644961,"Metabolites","Community"
"UASB","Biomass","Bu",0.681713732950562,0.000600224208170852,1,0.00266671180725098,TRUE,0.688396953534116,0.0834526358559314,0.0841030678773867,"Metabolites","Community"
"UASB","Instability","Bu",0.771363781804593,0.000146247289291024,1,0.00266671180725098,TRUE,0.778925891902701,0.0274358576155382,0.027658413621032,"Metabolites","Interaction"
"UASB","P_P_IS","Bu",0.825677166217682,5.49125927140626e-06,0.904761910438538,0.00686383247375488,TRUE,0.833771740766962,0.0227576689453781,0.0229841221016065,"Metabolites","Interaction"
"UASB","P_N_IS","Bu",0.519235819195411,0.00203303524221676,1,0.00266671180725098,TRUE,0.524326178017355,0.0463575610121159,0.0467265931767017,"Metabolites","Interaction"
"UASB","Complexity","Bu",0.717344395324187,1.525811545533e-05,1,0.00266671180725098,TRUE,0.724376923197108,0.0262032782646982,0.026507122751357,"Metabolites","Interaction"
"UASB","Ave_P_IS","Bu",0.652030843036042,0.000168243082072972,1,0.00266671180725098,TRUE,0.658423065666544,0.0458608784715567,0.0462420760175617,"Metabolites","Interaction"
"UASB","Ave_N_IS","Bu",0.767529032136426,4.99699683853549e-08,1.00000011920929,0.000836610794067383,TRUE,0.775053548041142,0.0337525077445169,0.0340428403814045,"Metabolites","Interaction"
"UASB","Centrality","Bu",0.707476721313954,1.74222347510966e-05,1,0.00266671180725098,TRUE,0.714412510865687,0.0263563497684725,0.026655562899077,"Metabolites","Interaction"
"UASB","COD","H2",0.81812416674505,1.85858017864859e-09,1.00000011920929,0.000836610794067383,TRUE,0.826144695020795,0.020591770736494,0.0207758002385047,"Metabolites","Metabolites"
"UASB","dG","H2",0.809068839383068,2.57888266297357e-09,1.00000011920929,0.000836610794067383,TRUE,0.817000593225658,0.0259802696884643,0.0262299448428854,"Metabolites","Metabolites"
"UASB","Ac","H2",0.782491313445594,3.8290365589333e-07,1.00000011920929,0.000836610794067383,TRUE,0.790162512953103,0.0237216471061628,0.0239702031180803,"Metabolites","Metabolites"
"UASB","Pr","H2",0.822165702126576,8.3935130623658e-08,1.00000011920929,0.000836610794067383,TRUE,0.830225851831589,0.0177713107983589,0.0180064139461564,"Metabolites","Metabolites"
"UASB","Bu","H2",0.910594492494998,8.1556983388964e-13,1.00000011920929,0.000836610794067383,TRUE,0.919521559035339,0.0286014613760121,0.0288073066957658,"Metabolites","Metabolites"
"UASB","H2","H2",0.905016551372437,6.45594688819529e-13,1.00000011920929,0.000836610794067383,TRUE,0.913888934239672,0.054196877383334,0.0544033101345884,"Metabolites","Metabolites"
"UASB","CH4","H2",0.681333513277365,1.02181441434812e-05,1.00000011920929,0.000836610794067383,TRUE,0.688013006355042,0.0437786163930576,0.0440904098880975,"Metabolites","Metabolites"
"UASB","pH","H2",0.898940044076869,0,1.00000011920929,0.000836610794067383,TRUE,0.907752855548266,0.0316224578980833,0.0319705755037131,"Metabolites","Metabolites"
"UASB","PC1","H2",0.908675161561575,1.88737914186277e-15,1.00000011920929,0.000836610794067383,TRUE,0.917583411828485,0.010970620435327,0.0110901706316817,"Metabolites","Community"
"UASB","PC2","H2",0.87349939536614,1.20185434937525e-08,1,0.00266671180725098,TRUE,0.882062797945059,0.0284407156485715,0.0286458265435674,"Metabolites","Community"
"UASB","Div_a","H2",0.670186613204111,5.03802016182942e-06,1.00000011920929,0.000836610794067383,TRUE,0.676756826992826,0.0515978417047482,0.0518419654123736,"Metabolites","Community"
"UASB","Biomass","H2",0.758243175423008,1.94648705598155e-07,1.00000011920929,0.000836610794067383,TRUE,0.765676656886545,0.0326476974227642,0.0328721185135991,"Metabolites","Community"
"UASB","Instability","H2",0.794378870069166,9.34847999012334e-09,1.00000011920929,0.000836610794067383,TRUE,0.802166609935588,0.0258541264329548,0.0261100342165691,"Metabolites","Interaction"
"UASB","P_P_IS","H2",0.811128346581622,8.52401734308117e-07,1,0.00266671180725098,TRUE,0.819080290923884,0.0260167011701871,0.0262214686636924,"Metabolites","Interaction"
"UASB","P_N_IS","H2",0.636034392648736,2.0995363719134e-05,1.00000011920929,0.000836610794067383,TRUE,0.642269793139204,0.0361859858897583,0.0365191607917636,"Metabolites","Interaction"
"UASB","Complexity","H2",0.732044652120153,9.60748468481487e-06,1,0.00266671180725098,TRUE,0.739221294823176,0.0258978732451803,0.0261113857347873,"Metabolites","Interaction"
"UASB","Ave_P_IS","H2",0.685023034145402,1.99639929765461e-06,1.00000011920929,0.000836610794067383,TRUE,0.691738697657408,0.0586112329469357,0.0590559999537821,"Metabolites","Interaction"
"UASB","Ave_N_IS","H2",0.749789833102903,4.28241611949431e-07,1,0.00266671180725098,TRUE,0.757140441728967,0.0284045761201725,0.0286434654876643,"Metabolites","Interaction"
"UASB","Centrality","H2",0.732730882375502,1.1210413125573e-06,1.00000011920929,0.000836610794067383,TRUE,0.739914252577101,0.0304779606917931,0.0307402826522115,"Metabolites","Interaction"
"UASB","COD","CH4",0.860982307821337,1.04420538560301e-06,1.00000011920929,0.000836610794067383,TRUE,0.869422998398015,0.0145064039079515,0.0146024489655689,"Metabolites","Metabolites"
"UASB","dG","CH4",0.882594092728635,9.34840221900046e-08,1.00000011920929,0.000836610794067383,TRUE,0.891246655706819,0.013695733154275,0.0138431752847943,"Metabolites","Metabolites"
"UASB","Ac","CH4",0.723373760750305,2.08512518362625e-09,1,0.00266671180725098,TRUE,0.730465397860981,0.0523721737185528,0.05290500982128,"Metabolites","Metabolites"
"UASB","Pr","CH4",0.773821792058825,0.000209764712546412,1.00000011920929,0.000836610794067383,TRUE,0.781407999404696,0.0183505880997855,0.0185722106110085,"Metabolites","Metabolites"
"UASB","Bu","CH4",0.719181891584599,6.91202850511274e-08,1.00000011920929,0.000836610794067383,TRUE,0.726232433459932,0.0535188221616396,0.0539619033377558,"Metabolites","Metabolites"
"UASB","H2","CH4",0.654235269202285,8.89981099705395e-07,1,0.00266671180725098,TRUE,0.660649103054062,0.0917592189821653,0.0925522035524879,"Metabolites","Metabolites"
"UASB","CH4","CH4",0.969153117475756,1.11022302462516e-15,1.00000011920929,0.000836610794067383,TRUE,0.978654266932283,0.00807344444798234,0.00820352852878714,"Metabolites","Metabolites"
"UASB","pH","CH4",0.78496401678372,1.25569191433694e-05,1,0.00266671180725098,TRUE,0.792659457583501,0.0602498720219351,0.0606674082080687,"Metabolites","Metabolites"
"UASB","PC1","CH4",0.583932555898676,0.0189481849650548,1,0.00266671180725098,TRUE,0.589657172975259,0.0309608778299452,0.0312252534974166,"Metabolites","Community"
"UASB","PC2","CH4",0.624947343591489,4.03251151617212e-05,1.00000011920929,0.000836610794067383,TRUE,0.631074051545942,0.0413332874386188,0.041639336550562,"Metabolites","Community"
"UASB","Div_a","CH4",0.541235740695107,6.23458339676919e-06,0.975900053977966,0.00389790534973145,TRUE,0.546541777038417,0.121236937958786,0.122241605819338,"Metabolites","Community"
"UASB","Biomass","CH4",0.754810942216777,8.5727670959046e-05,1,0.00266671180725098,TRUE,0.762210775580676,0.0397365533868613,0.040148712007033,"Metabolites","Community"
"UASB","Instability","CH4",0.580884811883281,0.0048391013413025,1.00000011920929,0.000836610794067383,TRUE,0.586579550222569,0.0376739433632485,0.0379740598689581,"Metabolites","Interaction"
"UASB","P_P_IS","CH4",0.447581268148402,0.0496366596524942,0.928571462631226,0.00198173522949219,TRUE,0.451969157374509,0.0490410221169429,0.0494453002143917,"Metabolites","Interaction"
"UASB","P_N_IS","CH4",0.305121437401915,0.0115242303588892,0.878310024738312,0.00980913639068604,TRUE,0.308112713317837,0.0774997960132494,0.0781050594888423,"Metabolites","Interaction"
"UASB","Complexity","CH4",0.281309608557561,0.030202648891674,1.00000011920929,0.000836610794067383,TRUE,0.284067443812143,0.0656946918031612,0.0662103567290562,"Metabolites","Interaction"
"UASB","Ave_P_IS","CH4",0.560174684550778,7.91753602269463e-05,1,0.00266671180725098,TRUE,0.565666389941503,0.0639424194113565,0.0644541105476094,"Metabolites","Interaction"
"UASB","Ave_N_IS","CH4",0.482360376425221,0.00154725771298936,1.00000011920929,0.000836610794067383,TRUE,0.487089224680138,0.0494406070095022,0.0498231264277752,"Metabolites","Interaction"
"UASB","Centrality","CH4",0.298249397503722,0.0893556389486891,0.904761910438538,0.00686383247375488,FALSE,0.301173302973255,0.05852035422455,0.0589724935208525,"Metabolites","Interaction"
"UASB","COD","pH",0.694382566426485,2.33871740094038e-05,1,0.00266671180725098,TRUE,0.701189986662421,0.0478779905629613,0.0482539449999068,"Metabolites","Metabolites"
"UASB","dG","pH",0.709222968889908,0.0040245036749792,0.785714328289032,0.00937473773956299,TRUE,0.71617587788222,0.0222716967535829,0.0224103888042008,"Metabolites","Metabolites"
"UASB","Ac","pH",0.745625034619021,5.43971148125877e-08,1,0.00266671180725098,TRUE,0.752934813398761,0.0526880848716602,0.0531438093443515,"Metabolites","Metabolites"
"UASB","Pr","pH",0.747722282936749,0.00118713282656979,0.809523820877075,0.0162609815597534,TRUE,0.755052622213437,0.0139799029485833,0.014242627359209,"Metabolites","Metabolites"
"UASB","Bu","pH",0.764476300784245,9.03282959541230e-09,1,0.00266671180725098,TRUE,0.771970889058018,0.070097417981145,0.0707644488549612,"Metabolites","Metabolites"
"UASB","H2","pH",0.665394401042869,0.000140889520900522,1,0.00266671180725098,TRUE,0.671917634098457,0.0694340097393605,0.070078941126611,"Metabolites","Metabolites"
"UASB","CH4","pH",0.71166887614385,0.000100073206032558,1.00000011920929,0.000836610794067383,TRUE,0.718645763731451,0.0304908006258276,0.0307402525986846,"Metabolites","Metabolites"
"UASB","pH","pH",0.968504423536755,0,1.00000011920929,0.000836610794067383,TRUE,0.977999213484186,0.0202384284102768,0.0204625387320586,"Metabolites","Metabolites"
"UASB","PC1","pH",0.772711424495717,7.75502212002621e-07,0.904761910438538,0.00686383247375488,TRUE,0.780286746288027,0.0197863112502221,0.0199144592141654,"Metabolites","Community"
"UASB","PC2","pH",0.799728917600322,2.07130979035242e-10,1,0.00266671180725098,TRUE,0.807569106971654,0.0471953505240433,0.0476256714933731,"Metabolites","Community"
"UASB","Div_a","pH",0.725126940366023,2.60955301811805e-08,1,0.00266671180725098,TRUE,0.732235764875937,0.0690687940285976,0.0696557281385308,"Metabolites","Community"
"UASB","Biomass","pH",0.73163216337202,0.00110403513197588,1,0.00266671180725098,TRUE,0.738804762217396,0.0234264949547731,0.0236131173472709,"Metabolites","Community"
"UASB","Instability","pH",0.677758168787531,8.59160288897431e-05,1,0.00266671180725098,TRUE,0.684402610765703,0.025359813246324,0.0255721084422461,"Metabolites","Interaction"
"UASB","P_P_IS","pH",0.702678623768942,4.14257850356314e-07,0.904761910438538,0.00686383247375488,TRUE,0.709567374889842,0.0367067820820738,0.036948582809368,"Metabolites","Interaction"
"UASB","P_N_IS","pH",0.434268102323568,0.0357590030858743,0.809523820877075,0.0162609815597534,TRUE,0.438525475147302,0.0304255326400968,0.0307068470569168,"Metabolites","Interaction"
"UASB","Complexity","pH",0.55535987748756,0.000466403408785898,1,0.00266671180725098,TRUE,0.56080438063471,0.0460616746290652,0.0464295672079824,"Metabolites","Interaction"
"UASB","Ave_P_IS","pH",0.623826376184784,8.84932095782665e-05,1,0.00266671180725098,TRUE,0.629942094669488,0.0534632669521906,0.0539086519620781,"Metabolites","Interaction"
"UASB","Ave_N_IS","pH",0.599538298292836,5.17598090374882e-05,1,0.00266671180725098,TRUE,0.605415907180715,0.050601208768137,0.0510382149004286,"Metabolites","Interaction"
"UASB","Centrality","pH",0.530091722029459,0.000884969718999873,1,0.00266671180725098,TRUE,0.535288507331855,0.0477361323487163,0.0481166660355836,"Metabolites","Interaction"
"UASB","COD","PC1",0.674711198181603,1.80431951459781e-05,1,0.00266671180725098,TRUE,0.681325769004645,0.043403961226182,0.0437768256105716,"Community","Metabolites"
"UASB","dG","PC1",0.695522569598005,7.45685591425627e-05,1,0.00266671180725098,TRUE,0.702341165921927,0.0446910090791794,0.0450593820996815,"Community","Metabolites"
"UASB","Ac","PC1",0.809149592244382,1.83159909461494e-09,1,0.00266671180725098,TRUE,0.817082137752387,0.0348079692667376,0.0350208524141802,"Community","Metabolites"
"UASB","Pr","PC1",0.834312891581724,4.09139703927419e-06,1,0.00266671180725098,TRUE,0.842492126971351,0.0107766967246216,0.010913520627066,"Community","Metabolites"
